processed_at,season,date,hydroseason,year,site,common_name,species_name,functional_grp,group,sampleID,d13C,C%,d15N,N%,d34S,S%,outlier,CN_molar_ratio,CS_molar_ratio,WSU_ID_CN,WSU_ID_S,WSU_ID_C,WSU_ID_N,S_outlier,comment 
ULL,dry19,,Dry,2019,SRS4,Bull shark,Carcharhinus leucas,Predator,Consumer,MS 327,-19.07,50.362,12.12,17.563,11.54,0.845,x,3.345423143,158.9333333,,,,,,
ULL,dry19,,Dry,2019,SRS4,Bull shark,Carcharhinus leucas,Predator,Consumer,MS 317,-22.29,42.037,12.34,13.79,7.41,0.868,x,3.55642978,129.1459293,,,,,,
ULL,dry19,,Dry,2019,SRS4,Bull shark,Carcharhinus leucas,Predator,Consumer,MS 314,-17.87,41.691,13.43,14.727,15.52,0.896,x,3.302743261,124.0803571,,,,,,
ULL,dry19,,Dry,2019,SRS4,Bull shark,Carcharhinus leucas,Predator,Consumer,MS 324,-19.38,39.445,13.5,13.583,11.71,0.768,x,3.387997251,136.9618056,,,,,,
ULL,dry19,,Dry,2019,SRS6,Caulerpa verticillate,Caulerpa verticillate,Producer,Source,SRS6_FLAL5_d19,-43.2,37.3,4.92,4.8,24.09,1.848495315,,9.065972222,53.80953138,G-219207,S-30556,,,,
ULL,dry19,,Dry,2019,SRS6,Caulerpa verticillate,Caulerpa verticillate,Producer,Source,SRS6_FLAL6_d19,-43.39,42.5,5.11,5.45,17.3,1.1,,9.097859327,71.24811501,G-219290,S-30635,,,,
ULL,dry19,,Dry,2019,SRS6,Caulerpa verticillate,Caulerpa verticillate,Producer,Source,SRS6_FLAL1_d19,-41.72,37.3,5.17,4.83,17.9,1.6,,9.009661836,51.63344408,G-219280,S-30616,,,,
ULL,dry19,,Dry,2019,SRS6,Caulerpa verticillate,Caulerpa verticillate,Producer,Source,SRS6_FLAL4_d19,-40.92,34.4,5.63,4.05,16.8,1.5,,9.909465021,41.55260264,G-219291,S-30625,,,,
FIU,wet19,43783,Wet,2019,TS11,Chestnut Turban Snail,Turbo castanea,Gastropod,Consumer,W19-TS11-Tca3,-13.67,36.59626667,3.27,9.238166667,13.95,2.4,,4.621657737,40.66251852,G-224216,S-31201,0,0,,
FIU,wet19,#N/A,Wet,2019,TS11,Chestnut Turban Snail,Turbo castanea,Gastropod,Consumer,W19-TS11-Tca,,,,,15.52,2.53,x,#N/A,#N/A,#N/A,S-30910,,,,
,dry20,,Dry,2020,SRS4,Chlorophyta,Chlorophyta,Producer,Source,D20-SRS4-Chl1,-36,32.157172,7.7,1.298336,22.05,2.09,,,,G-230551,S-33914,,,,
,dry20,,Dry,2020,SRS4,Cladophora,Cladophora,Producer,Source,D20-SRS4-Cla1,-32.12,29.73780417,7.64,2.6613,19.75,1.59,,,,G-230549,S-33912,,,,
,dry20,,Dry,2020,SRS4,Cladophora,Cladophora,Producer,Source,D20-SRS4-Cla2,-33.83,26.6713,11.36,1.057,22.45,2.34,,,,G-230550,S-33913,,,,
FIU,wet19,43761,Wet,2019,SRS6,Cladophora,Cladophora,Producer,Source,W19-SRS6-Cla1,-43.87,42.70682353,3.08,5.141582353,4.75,1.42,,9.690524051,80.20060757,G-223801,S-30890,0,0,,
FIU,wet19,43761,Wet,2019,SRS6,Cladophora,Cladophora,Producer,Source,W19-SRS6-Cla3,-45.09,42.71342222,4.33,5.228338889,6.88,1.27,,9.531196615,89.68697579,G-223802,S-30891,0,0,,
FIU,wet19,43761,Wet,2019,SRS6,Cladophora,Cladophora,Producer,Source,W19-SRS6-Cla2,-42.48,38.57768889,4.96,3.799711111,3.14,1.27,,11.84492778,81.00302129,G-223817,S-30906,0,0,,
FIU,wet19,43761,Wet,2019,SRS6,Cladophora,Cladophora,Producer,Source,W19-SRS6-Cla4,-38.32,40.27258947,5.44,3.32031579,2.56,1.21,,14.1506684,88.75501812,G-223827,S-30916,0,0,,
ULL,dry19,,Dry,2019,TS9,Clam,Clam,Sessile_filter_feeder,Consumer,TS9_CM1_d19,-18.12,31.06980645,8.93,5.534193548,,0.57,,6.549844564,145.3558197,G-224539,S-31362,,,,
FIU,wet19,43809,Wet,2019,RB10,Clown Goby,Microgobius gulosus,demersal_fish,Consumer,W19-RB10-Mgu1,-33.59,42.91698,12.39,13.0548,21.83,1.03,,3.835356344,111.1119223,G-223783,S-30872,0,0,,
FIU,wet19,43761,Wet,2019,SRS6,Clown Goby,Microgobius gulosus,demersal_fish,Consumer,W19-SRS6-Mgu2,-24.73,47.3931,8.72,14.48622222,2.57,1.21,,3.816864684,104.4476033,G-223808,S-30897,0,0,,
FIU,wet19,43761,Wet,2019,SRS6,Clown Goby,Microgobius gulosus,demersal_fish,Consumer,W19-SRS6-Mgu3,-25.19,46.04144167,8.9,13.811,1.2,1.12,,3.889292251,109.6224802,G-223793,S-30882,0,0,,
ULL,dry19,,Dry,2019,RB10,Coastal Shiner,Notropis petersoni,Forage_fish,Consumer,RB10 NT12,-31.37,44.184,10.65,11.714,24.47,0.865,,4.400546355,136.2127168,,,,,,
ULL,dry19,,Dry,2019,RB10,Coastal Shiner,Notropis petersoni,Forage_fish,Consumer,RB10 NT4,-33.06,37.95,11.33,10.136,21.63,0.544,,4.368093923,186.0294118,,,,,,
ULL,dry19,,Dry,2019,RB10,Coastal Shiner,Notropis petersoni,Forage_fish,Consumer,RB10 NT5,-33.13,34.871,11.47,8.836,27.46,0.348,,4.604213822,267.210728,,,,,,
ULL,dry19,,Dry,2019,RB10,Coastal Shiner,Notropis petersoni,Forage_fish,Consumer,RB10 SR1,-32.26,36.242,11.79,9.897,24.73,1.027,,4.272237378,94.10451152,,,,,,
ULL,dry19,,Dry,2019,RB10,Coastal Shiner,Notropis petersoni,Forage_fish,Consumer,RB10 NT9,-32.32,41.605,11.9,10.718,24.54,0.866,,4.528752255,128.1139338,,,,,,
ULL,dry19,,Dry,2019,RB10,Coastal Shiner,Notropis petersoni,Forage_fish,Consumer,RB10 NT14,-32.68,37.667,12.09,10.429,24.52,0.945,,4.213714961,106.291358,,,,,,
ULL,dry19,,Dry,2019,RB10,Coastal Shiner,Notropis petersoni,Forage_fish,Consumer,RB10 NT8,-32.5,41.12,12.11,10.497,25.78,0.616,,4.570194659,178.008658,,,,,,
ULL,dry19,,Dry,2019,RB10,Coastal Shiner,Notropis petersoni,Forage_fish,Consumer,RB10 NT1,-32.19,51.121,12.38,13.513,25.02,0.953,,4.413614051,143.0458202,,,,,,
ULL,dry19,,Dry,2019,RB10,Coastal Shiner,Notropis petersoni,Forage_fish,Consumer,RB10 NT13,-31.49,42.513,12.43,10.336,24.09,0.807,,4.798616486,140.4807931,,,,,,
ULL,dry19,,Dry,2019,RB10,Coastal Shiner,Notropis petersoni,Forage_fish,Consumer,RB10 NT6,-31.83,39.595,12.7,10.672,16.51,0.22,,4.328538856,479.9393939,,,,,,
ULL,dry19,,Dry,2019,RB10,Coastal Shiner,Notropis petersoni,Forage_fish,Consumer,RB10 NT10,-32.05,39.028,12.89,10.078,24.41,0.843,,4.518026063,123.4574931,,,,,,
ULL,dry19,,Dry,2019,RB10,Coastal Shiner,Notropis petersoni,Forage_fish,Consumer,RB10 NT11,-32.23,40.355,12.96,10.533,24.53,0.784,,4.469840818,137.2619048,,,,,,
ULL,dry19,,Dry,2019,RB10,Coastal Shiner,Notropis petersoni,Forage_fish,Consumer,RB10 NT7,-31.82,38.691,13.03,10.144,15.52,0.202,,4.449871845,510.7722772,,,,,,
ULL,dry19,,Dry,2019,RB10,Coastal Shiner,Notropis petersoni,Forage_fish,Consumer,RB10 NT3,-31.37,40.428,13.29,10.266,25.03,0.835,,4.594389246,129.1113772,,,,,,
ULL,dry19,,Dry,2019,RB10,Coastal Shiner,Notropis petersoni,Forage_fish,Consumer,RB10 NT2,-32.35,39.18,13.74,9.508,24.52,0.798,,4.807530501,130.9273183,,,,,,
FIU,wet19,43809,Wet,2019,RB10,Coastal Shiner,Notropis petersoni,Forage_fish,Consumer,W19-RB10-Npe1,-32.65,31.3634,10.07,11.7706,23.01,0.81,,3.108646401,103.2539918,,S-31086,G-223946,N-10908,,
FIU,wet19,43809,Wet,2019,RB10,Coastal Shiner,Notropis petersoni,Forage_fish,Consumer,W19-RB10-Npe2,-30.8,45.454075,13.01,12.151,18.45,0.84,,4.364229624,144.2986508,G-224276,S-31261,0,0,,
FIU,wet19,43786,Wet,2019,TS7,Code Goby,Gobiosoma robustum,demersal_fish,Consumer,W19-TS7-Gro2,-18.75,39.9648,10.62,11.03844444,3.03,1.03,,4.223928494,103.4687379,,S-31002,G-223992,N-10824,,
FIU,wet19,43786,Wet,2019,TS7,Code Goby,Gobiosoma robustum,demersal_fish,Consumer,W19-TS7-Gro1,-18.49,40.7570375,10.63,11.91475,3.82,1.04,,3.990841359,104.5052244,G-224259,S-31244,0,0,,
FIU,wet19,43809,Wet,2019,RB10,Crested Goby,Lophogobius cyprinoides,demersal_fish,Consumer,W19-RB10-Lcy1,-32.77,36.28301667,11.3,12.6236,17.23,0.92,,3.353257875,105.1681643,,S-31085,G-223966,N-10907,,
FIU,wet19,43809,Wet,2019,RB10,Crested Goby,Lophogobius cyprinoides,demersal_fish,Consumer,W19-RB10-Lcy2,-31.97,35.38174546,12.88,6.846923077,20.46,0.75,,6.028796084,125.8017616,,S-31074,G-223961,N-10896,,
ULL,dry19,,Dry,2019,SRS4,Crested Goby,Lophogobius cyprinoides,demersal_fish,Consumer,SRS4_CR2_d19,-30.57,34.61,9.92,10.17413044,,1.68,,3.968725739,54.93650794,G-224552,S-31371,,,,
FIU,wet19,43812,Wet,2019,SRS4,Crested Goby,Lophogobius cyprinoides,demersal_fish,Consumer,W19-SRS4-Lcy2,-28.29,47.31389091,8.81,14.40854546,12.12,1.17,,3.831027882,107.837928,G-224207,S-31192,0,0,,
FIU,wet19,43812,Wet,2019,SRS4,Crested Goby,Lophogobius cyprinoides,demersal_fish,Consumer,W19-SRS4-Lcy3,-27.9,44.92750769,9.1,14.07553846,9.86,1.5,,3.723866464,79.87112478,G-224229,S-31214,0,0,,
FIU,wet19,43812,Wet,2019,SRS4,Crested Goby,Lophogobius cyprinoides,demersal_fish,Consumer,W19-SRS4-Lcy1,-30.91,35.92016,10.21,12.67416667,6.93,0.94,,3.306478006,101.9011631,,S-31047,G-223969,N-10869,,
ULL,dry19,,Dry,2019,SRS6,Crested Goby,Lophogobius cyprinoides,demersal_fish,Consumer,SRS6 CR1,-23.36,42.69,7.41,11.27,7.61,1.123,,4.419254658,101.3713268,,,,,,
ULL,dry19,,Dry,2019,SRS6,Crested Goby,Lophogobius cyprinoides,demersal_fish,Consumer,SRS6 CR2,-25.55,32.826,8.82,8.292,7.17,1.11,,4.618547998,78.86126126,,,,,,
ULL,dry19,,Dry,2019,SRS6,Crested Goby,Lophogobius cyprinoides,demersal_fish,Consumer,SRS6 CR3,-24.52,42.695,9.18,11.994,9.03,1.065,,4.152979267,106.9045383,,,,,,
ULL,dry19,,Dry,2019,SRS6,Crested Goby,Lophogobius cyprinoides,demersal_fish,Consumer,SRS6 CR4,-24.86,33.822,9.48,8.525,8.97,1.032,,4.628621701,87.39534884,,,,,,
FIU,wet19,43761,Wet,2019,SRS6,Crested Goby,Lophogobius cyprinoides,demersal_fish,Consumer,W19-SRS6-Lcy3,-25.91,44.60864,9.5,13.4278,1.09,1.13,,3.875795985,105.2711268,G-224208,S-31193,0,0,,
FIU,wet19,43760,Wet,2019,SRS6,Crested Goby,Lophogobius cyprinoides,demersal_fish,Consumer,W19-SRS6-Lcy1,-28.33,43.6725,10.17,13.0706,-5.88,1.38,,3.898156932,84.39130435,G-223828,S-30917,0,0,,
FIU,wet19,43761,Wet,2019,SRS6,Crested Goby,Lophogobius cyprinoides,demersal_fish,Consumer,W19-SRS6-Lcy2,-29.54,42.46018889,10.81,12.35155556,-5.68,1.07,,4.010578813,105.8197854,G-224264,S-31249,0,0,,
FIU,wet19,43786,Wet,2019,TS7,Crested Goby,Lophogobius cyprinoides,demersal_fish,Consumer,W19-TS7-Lcy2,-18.8,38.11714167,9.5,11.22216667,3.03,1.02,,3.96269276,99.65265796,G-224294,S-31279,,,,
FIU,wet19,43786,Wet,2019,TS7,Crested Goby,Lophogobius cyprinoides,demersal_fish,Consumer,W19-TS7-Lcy1,-18.35,44.62256364,9.96,13.19618182,4.58,1.31,,3.945054584,90.83473515,G-224250,S-31235,0,0,,
FIU,wet19,43786,Wet,2019,TS7,Crested Goby,Lophogobius cyprinoides,demersal_fish,Consumer,W19-TS7-Lcy3,-20.35,50.86008889,10.92,15.69844444,-1.47,1.02,,3.779786628,132.9675527,G-224213,S-31198,0,0,,
FIU,wet19,#N/A,Wet,2019,TS10,Cross-Barred Venus,Chione cancellata,Sessile_filter_feeder,Consumer,W19-TS10-Ccann2,-12.87,33.67774546,5.37,7.875818182,6,1.31,,4.988777309,76.75839421,G-224326,S-31311,,,,
FIU,wet19,43786,Wet,2019,TS10,Cross-Barred Venus,Chione cancellata,Sessile_filter_feeder,Consumer,W19-TS10-Ccan1,-12.87,32.17870769,5.76,8.142461539,5.11,1.85,,4.610623637,46.3837228,G-224231,S-31216,0,0,,
ULL,dry19,,Dry,2019,SRS4,Ctenophore,Ctenophora,filter_feeder,Consumer,SRS4_CT6_d19,-33.46,3.3491,9.71,0.71975,,0.68,x,5.428667361,13.13372549,G-224528,S-31356,,,,
ULL,dry19,,Dry,2019,SRS6,Ctenophore,Ctenophora,filter_feeder,Consumer,SRS6_CT1_d19,-30.76,3.273814433,9.19,0.596082474,,2.1,x,6.407586764,4.157224677,G-224530,S-31357,,,,
ULL,dry19,,Dry,2019,SRS4,Dark False Mussel,Mytilopsis leucophaeta,Sessile_filter_feeder,Consumer,SRS4_MM2_d19,-34.84,45.50845455,8.23,9.838181818,-0.99,0.87,,5.396647262,139.4895158,G-224568,S-31384,,,,
FIU,wet19,43761,Wet,2019,SRS4,Dark False Mussel,Mytilopsis leucophaeta,Sessile_filter_feeder,Consumer,W19-SRS4-Mle2,-32.53,38.1514625,6.12,9.60775,5.95,0.9,,4.632722498,113.0413704,G-224289,S-31274,,,,
ULL,dry19,,Dry,2019,SRS6,Detritus,Detritus,Organic_matter,Source,SRS6_DETR4_d19_B,-27.28,26.2,2.65,1.11,-0.06,0.209846154,x,27.53753754,#DIV/0!,G-219245,,,,,
ULL,dry19,,Dry,2019,SRS6,Detritus,Detritus,Organic_matter,Source,SRS6_DETR1_d19,-28.27,29.55,3.51,0.61,-11.1,0.2,,56.51639344,815.0867257,G-219274,S-30646,G-219286,,,
ULL,dry19,,Dry,2019,SRS6,Detritus,Detritus,Organic_matter,Source,SRS6_DETR4_d19_A,-15.42,15.86,3.62,0.65,-2.29,0.08,C,28.46666667,528.6666667,G-219241,S-30639,,,,
ULL,dry19,,Dry,2019,TS10,Detritus,Detritus,Organic_matter,Source,TS10_DETR1_d19,-16.38,36.44770732,9.95,8.586585366,,2.25,,4.952181035,43.19728275,G-224549,S-31369,,,,
ULL,dry19,,Dry,2019,TS7,Detritus,Detritus,Organic_matter,Source,TS7_DETR1_d19,-25.05,26.11,3.28,1.1,3.57,1.220520059,,27.69242424,57.0467205,G-219304,S-30590,G-219258,,,
ULL,dry19,,Dry,2019,TS7,Detritus,Detritus,Organic_matter,Source,TS7_DETR5_d19,-23.77,24.22,3.46,0.65,5.4,0.3,,43.47179487,186.018354,G-219302,S-30605,G-219289,,re=ran value,
ULL,dry19,,Dry,2019,TS7,Detritus,Detritus,Organic_matter,Source,TS7_DETR4_d19,-26.44,50.12,4.04,1.06,8.45,2.316386943,,55.16352201,57.69905315,G-219128,S-30551,G-219145,,,
ULL,dry19,,Dry,2019,TS7,Detritus,Detritus,Organic_matter,Source,TS7_DETR2_d19,-24.94,43.15,4.36,1.28,4.74,0.984051155,,39.32942708,116.9315905,G-219314,S-30598,G-219281,,,
ULL,dry19,,Dry,2019,TS7,Detritus,Detritus,Organic_matter,Source,TS7_DETR3_d19,-27.61,49.17,5.01,1.75,3.3,1,,32.78,61.11202255,G-219263,S-30649,G-219177,,,
ULL,dry19,,Dry,2019,RB10,Dollar Sunfish,Lepomis marginatus,demersal_fish,Consumer,RB10 SO1(m),-30.33,48.982,10.94,14.929,25.79,1.143,,3.827829504,114.2770487,,,,,,
FIU,wet19,43760,Wet,2019,RB10,Dollar Sunfish,Lepomis marginatus,demersal_fish,Consumer,W19-RB10-Lmar6,-26.53,49.76396,7.87,14.938,9.52,1.43,,3.886594814,122.8739753,G-224323,S-31308,,,,
FIU,wet19,43810,Wet,2019,RB10,Dollar Sunfish,Lepomis marginatus,demersal_fish,Consumer,W19-RB10-Lmar1,-24.71,48.39611429,8.53,14.91171429,15.19,1.04,,3.786428055,124.0926007,G-224236,S-31221,0,0,,
FIU,wet19,#N/A,Wet,2019,RB10,Dollar Sunfish,Lepomis marginatus,demersal_fish,Consumer,W19-RB10-Lmar1.2,-27.82,42.14227273,8.66,11.07309091,15.51,0.87,,4.440131961,129.1717172,G-224319,S-31304,,,,
FIU,wet19,#N/A,Wet,2019,RB10,Dollar Sunfish,Lepomis marginatus,demersal_fish,Consumer,W19-RB-Lmar1,-27.69,36.62777778,8.75,11.07345455,12.59,0.81,,3.858995151,85.67901235,,S-31316,G-224344,N-10933,,
FIU,wet19,43810,Wet,2019,RB10,Dollar Sunfish,Lepomis marginatus,demersal_fish,Consumer,W19-RB10-Lmar3,-27.5,39.6161,8.81,10.5074,15.66,0.95,,4.398688861,111.2030877,,S-31046,G-223922,N-10868,,
FIU,wet19,43810,Wet,2019,RB10,Dollar Sunfish,Lepomis marginatus,demersal_fish,Consumer,W19-RB10-Lmar3,-27.5,39.6161,8.81,10.5074,17.72,0.78,,4.398688861,113.594552,,S-31306,G-223922,N-10868,,
FIU,wet19,43810,Wet,2019,RB10,Dollar Sunfish,Lepomis marginatus,demersal_fish,Consumer,W19-RB10-Lmar2,,,9.64,11.444,13.52,1.13,x,#N/A,#N/A,,S-30865,#N/A,N-10858,,
FIU,wet19,43810,Wet,2019,RB10,Dollar Sunfish,Lepomis marginatus,demersal_fish,Consumer,W19-RB10-Lmar2,,,9.64,11.444,17.74,0.89,x,#N/A,#N/A,,S-31305,#N/A,N-10858,,
FIU,wet19,43810,Wet,2019,RB10,Dollar Sunfish,Lepomis marginatus,demersal_fish,Consumer,W19-RB10-Lmar4,-30,39.7618,10.22,10.97138462,20.61,0.91,,4.228159733,116.5180952,,S-31040,G-223929,N-10862,,
FIU,wet19,43810,Wet,2019,RB10,Dollar Sunfish,Lepomis marginatus,demersal_fish,Consumer,W19-RB10-Lmar4,-30,39.7618,10.22,10.97138462,22.56,0.73,,4.228159733,104.9816502,,S-31307,G-223929,N-10862,,
FIU,wet19,#N/A,Wet,2019,RB10,Dollar Sunfish,Lepomis marginatus,demersal_fish,Consumer,W19-RB10-Lmar2-rep,,,,,16.9,1,x,#N/A,#N/A,#N/A,S-31036,,,,
ULL,dry19,,Dry,2019,SRS3,Duck Potato,Sagittaria lancifolia,Producer,Source,SRS-SAGLAN-3,-25,42.79705405,-0.68,3.213290541,19.05,0.293782991,,15.53855643,388.4686349,G-214754,S-29893,,,,
ULL,dry19,,Dry,2019,SRS3,Duck Potato,Sagittaria lancifolia,Producer,Source,SRS-SAGLAN-2,-26,42.42860927,3.22,2.818900662,17.31,0.244204893,,17.56005269,463.3115932,G-214753,S-29892,,,,
ULL,dry19,,Dry,2019,SRS3,Duck Potato,Sagittaria lancifolia,Producer,Source,SRS-SAGLAN-1,-27.83,42.00852899,8.85,3.023456522,21.45,0.208176568,,16.20990748,538.1140877,G-214752,S-29891,,,,
ULL,dry19,,Dry,2019,SRS3,Duck Potato,Sagittaria lancifolia,Producer,Source,SRS-SAGLAN-1-dup,-27.62,40.82393793,9.15,3.164724138,22.56,0.130677843,x,15.04963008,833.0703353,G-214770,S-29909,,,,
FIU,wet19,43786,Wet,2019,SRS3,Duck Potato,Sagittaria lancifolia,Producer,Source,W19-SRS3-Sla1,-24.8,39.05918889,1.59,1.149407407,5.56,0.32,,39.64569345,694.3855803,G-224307,S-31292,,,,
FIU,wet19,43786,Wet,2019,SRS3,Duck Potato,Sagittaria lancifolia,Producer,Source,W19-SRS3-Sla2,-25.37,42.01167692,2.75,1.135846154,16.57,0.09,,43.15163889,1244.790427,G-224301,S-31286,,,,
ULL,dry19,,Dry,2019,TS3,Duck Potato,Sagittaria lancifolia,Producer,Source,TSL-SAGLAN-1,-26.33,50.610625,-3.72,3.2598125,14.38,0.166336898,,18.11322865,811.3753971,G-214777,S-29916,,,,
ULL,dry19,,Dry,2019,TS3,Duck Potato,Sagittaria lancifolia,Producer,Source,TSL-SAGLAN-2,-25.22,37.06547097,-2.05,3.00283871,11.76,0.17489172,,14.40072333,565.1568635,G-214778,S-29917,,,,
ULL,dry19,,Dry,2019,TS3,Duck Potato,Sagittaria lancifolia,Producer,Source,TSL-SAGLAN-3,-26.18,42.51079085,0.8,2.727287582,12.94,0.167125382,,18.18507259,678.3057581,G-214779,S-29918,,,,
ULL,dry19,,Dry,2019,TS10,Dwarf Seahorse,Hippocampus zosterae,demersal_fish,Consumer,TS10 HR1,-13.87,39.348,6.4,11.264,9.83,0.869,,4.075461648,120.7456847,,,,,,
ULL,dry19,,Dry,2019,TS10,Dwarf Seahorse,Hippocampus zosterae,demersal_fish,Consumer,TS10_HR2_d19,-9.15,36.55557447,8.63,12.4793617,7.48,0.59,,3.417496121,165.2229354,G-224569,S-31385,,,,
ULL,dry19,,Dry,2019,RB10,Eastern Grass Shrimp,Palaemonetes paludosus,Shrimp,Consumer,RB10 GS2,-31.61,41.218,12.08,11.035,25.06,0.793,,4.357740523,138.606137,,,,,,
FIU,wet19,43760,Wet,2019,RB10,Eastern Grass Shrimp,Palaemonetes paludosus,Shrimp,Consumer,W19-RB10-Ppa1,-30.23,38.11389091,11.05,10.79857273,22.31,1.01,,4.117785486,100.6307351,G-223732,S-30821,0,0,,
FIU,wet19,43760,Wet,2019,RB10,Eastern Grass Shrimp,Palaemonetes paludosus,Shrimp,Consumer,W19-RB10-Ppa2,-30.82,44.35268,11.27,12.32,21.73,0.98,,4.200064394,120.6875646,G-223751,S-30834,0,0,,
ULL,dry19,,Dry,2019,SRS3,Eastern Grass Shrimp,Palaemonetes paludosus,Shrimp,Consumer,SRS-PALPAL-3,-30.48,34.73113253,7.4,9.860807229,22.08,0.726988636,,4.109162027,127.3972506,G-214719,S-29858,,,,
ULL,dry19,,Dry,2019,SRS3,Eastern Grass Shrimp,Palaemonetes paludosus,Shrimp,Consumer,SRS-PALPAL-2,-31.13,28.03640909,7.49,7.896693182,21.96,0.600929919,,4.142131799,124.4134386,G-214718,S-29857,,,,
ULL,dry19,,Dry,2019,SRS3,Eastern Grass Shrimp,Palaemonetes paludosus,Shrimp,Consumer,SRS-PALPAL-1,-31.07,33.15388136,7.74,8.842457627,22.06,0.674924242,,4.374296139,130.9929986,G-214717,S-29856,,,,
ULL,dry19,,Dry,2019,SRS4,Eastern Grass Shrimp,Palaemonetes paludosus,Shrimp,Consumer,SRS4 GS1,-28.14,42.743,8.54,10.88,9.48,0.937,,4.583348652,121.6449662,,,,,,
ULL,dry19,,Dry,2019,SRS4,Eastern Grass Shrimp,Palaemonetes paludosus,Shrimp,Consumer,SRS4 GS1 dup,-27.35,43.044,9.27,10.797,12.14,0.867,x,4.651106789,132.3921569,,,,,,
ULL,dry19,,Dry,2019,SRS4,Eastern Grass Shrimp,Palaemonetes paludosus,Shrimp,Consumer,SRS4_G51_d19,-27.75,44.18191753,9.65,11.84185567,9.92,0.95,,4.352828803,124.0194176,G-224581,S-31395,,,,
ULL,dry19,,Dry,2019,SRS4,Eastern Grass Shrimp,Palaemonetes paludosus,Shrimp,Consumer,SRS4 GS2,-28.13,33.822,10.14,9.116,12.21,1.035,,4.328543221,87.14202899,,,,,,
FIU,wet19,43760,Wet,2019,SRS4,Eastern Grass Shrimp,Palaemonetes paludosus,Shrimp,Consumer,W19-SRS4-Ppa2,-28.82,38.31443636,8.01,10.283,8.96,0.79,,4.346997545,129.3314308,,S-31073,G-223967,N-10895,,
FIU,wet19,43760,Wet,2019,SRS4,Eastern Grass Shrimp,Palaemonetes paludosus,Shrimp,Consumer,W19-SRS4-Ppa1,-30.21,36.19974,8.34,10.98225,9.23,0.94,,3.845571718,102.6942979,,S-31067,G-223918,N-10889,,
ULL,dry19,,Dry,2019,SRS6,Eastern Grass Shrimp,Palaemonetes paludosus,Shrimp,Consumer,SRS6 GS1,-27.56,37.772,9.17,9.291,11.54,1.078,,4.743012952,93.43722944,,,,,,
FIU,wet19,43760,Wet,2019,SRS6,Eastern Grass Shrimp,Palaemonetes paludosus,Shrimp,Consumer,W19-SRS6-Ppa1,-26.28,45.18758,8.25,13.2598,2.37,1.18,,3.975840008,102.1188249,G-223819,S-30908,0,0,,
FIU,wet19,43760,Wet,2019,SRS6,Eastern Grass Shrimp,Palaemonetes paludosus,Shrimp,Consumer,W19-SRS6-Ppa2,-24.66,44.90968889,8.54,13.84,5.23,1.32,,3.78573967,90.72664422,G-224221,S-31206,0,0,,
ULL,dry19,,Dry,2019,TS3,Eastern Grass Shrimp,Palaemonetes paludosus,Shrimp,Consumer,TSL-PALPAL-2,-29.2,29.76259783,6.43,8.141119565,13.01,0.698372093,,4.265141978,113.6456172,G-214731,S-29870,,,,
ULL,dry19,,Dry,2019,TS3,Eastern Grass Shrimp,Palaemonetes paludosus,Shrimp,Consumer,TSL-PALPAL-1,-28.57,33.97319355,6.57,9.541112903,13.68,0.656815642,,4.154168688,137.9309155,G-214730,S-29869,,,,
ULL,dry19,,Dry,2019,TS3,Eastern Grass Shrimp,Palaemonetes paludosus,Shrimp,Consumer,TSL-PALPAL-3,-28.22,30.85750667,6.6,9.138026667,13.47,0.756976744,,3.939627861,108.7043758,G-214732,S-29871,,,,
FIU,wet19,11-*-19,Wet,2019,TS3,Eastern Grass Shrimp,Palaemonetes paludosus,Shrimp,Consumer,W19-TS3-Ppa3,-27.27,40.58164286,6.57,10.0644,11.83,1.06,,4.704229761,102.0921833,,S-31081,G-223947,N-10903,,
FIU,wet19,11-*-19,Wet,2019,TS3,Eastern Grass Shrimp,Palaemonetes paludosus,Shrimp,Consumer,W19-TS3-Ppa2,-27.58,39.9372375,6.59,9.298888889,11.54,1.22,,5.010646359,87.2945082,,S-31049,G-223935,N-10871,,
FIU,wet19,11-*-19,Wet,2019,TS3,Eastern Grass Shrimp,Palaemonetes paludosus,Shrimp,Consumer,W19-TS3-Ppa1,-27.53,43.43395,7.03,10.12116667,11.76,1.06,,5.006630492,109.2677987,,S-31010,G-223916,N-10832,,
ULL,dry19,,Dry,2019,TS9,Eastern Grass Shrimp,Palaemonetes paludosus,Shrimp,Consumer,TS9 GS1,-18.55,38.685,11.61,8.317,15.04,0.881,,5.426536011,117.0942111,,,,,,
FIU,wet19,43760,Wet,2019,RB10,Eastern Mosquitofish,Gambusia holbrooki,Forage_fish,Consumer,W19-RB10-Gho1,-29.22,42.15489,10.21,11.95777778,19.6,0.89,,4.112863268,126.3067865,,S-31078,G-223925,N-10900,,
FIU,wet19,43760,Wet,2019,RB10,Eastern Mosquitofish,Gambusia holbrooki,Forage_fish,Consumer,W19-RB10-Gho3,-30.29,49.5488625,10.72,14.23425,20.44,0.96,,4.061120625,137.6357292,G-224288,S-31273,,,,
FIU,wet19,43760,Wet,2019,RB10,Eastern Mosquitofish,Gambusia holbrooki,Forage_fish,Consumer,W19-RB10-Gho2,-28.89,41.687425,10.89,12.0285,18.32,1.15,,4.043341162,96.66649275,G-224278,S-31263,,,,
